Country,Year,Region,Type,Energy consumption (in Exajoules)
Other Asia Pacific,2008,Asia Pacific,Natural gas,0.2194460023772857
Canada,2009,North America,Natural gas,3.2301908999999998
Mexico,2009,North America,Natural gas,2.3460768400000003
US,2009,North America,Natural gas,22.23461208743889
Argentina,2009,S. & Cent. America,Natural gas,1.506080097780982
Brazil,2009,S. & Cent. America,Natural gas,0.7440700967899545
Chile,2009,S. & Cent. America,Natural gas,0.10061717760000002
Colombia,2009,S. & Cent. America,Natural gas,0.3016555094770297
Ecuador,2009,S. & Cent. America,Natural gas,0.021163281462803118
Peru,2009,S. & Cent. America,Natural gas,0.12037197513430885
Trinidad & Tobago,2009,S. & Cent. America,Natural gas,0.6871849877463371
Venezuela,2009,S. & Cent. America,Natural gas,1.2318065719457312
Central America,2009,S. & Cent. America,Natural gas,0.0
Other Caribbean,2009,S. & Cent. America,Natural gas,0.08768255373749201
Other South America,2009,S. & Cent. America,Natural gas,0.0897536513115271
Austria,2009,Europe,Natural gas,0.3179488994702918
Belgium,2009,Europe,Natural gas,0.63266636952
Bulgaria,2009,Europe,Natural gas,0.08734950000000001
Croatia,2009,Europe,Natural gas,0.1006196
Cyprus,2009,Europe,Natural gas,0.0
Czech Republic,2009,Europe,Natural gas,0.28488060000000004
Denmark,2009,Europe,Natural gas,0.16498052222106002
Estonia,2009,Europe,Natural gas,0.021986099999999998
Finland,2009,Europe,Natural gas,0.13456800000000002
France,2009,Europe,Natural gas,1.6103186999999999
Germany,2009,Europe,Natural gas,3.0394843792871833
Greece,2009,Europe,Natural gas,0.12251319417562932
Hungary,2009,Europe,Natural gas,0.383171
Iceland,2009,Europe,Natural gas,0.0
Ireland,2009,Europe,Natural gas,0.17839954800000005
Italy,2009,Europe,Natural gas,2.675432105404989
Latvia,2009,Europe,Natural gas,0.05202610619469026
Lithuania,2009,Europe,Natural gas,0.0913392288
Luxembourg,2009,Europe,Natural gas,0.046576576800000005
Netherlands,2009,Europe,Natural gas,1.4889
North Macedonia,2009,Europe,Natural gas,0.002694247668000001
Norway,2009,Europe,Natural gas,0.14865525636381
Poland,2009,Europe,Natural gas,0.543412
Portugal,2009,Europe,Natural gas,0.17169682138992004
Romania,2009,Europe,Natural gas,0.4429782
Slovakia,2009,Europe,Natural gas,0.185283
Slovenia,2009,Europe,Natural gas,0.034794424546200006
Spain,2009,Europe,Natural gas,1.3070779836209283
Sweden,2009,Europe,Natural gas,0.041382
Switzerland,2009,Europe,Natural gas,0.11281
Turkey,2009,Europe,Natural gas,1.2139989300000005
Ukraine,2009,Europe,Natural gas,1.7607106194690263
United Kingdom,2009,Europe,Natural gas,3.2840532864301943
Other Europe,2009,Europe,Natural gas,0.10642353855115044
Azerbaijan,2009,CIS,Natural gas,0.3089511821088
Belarus,2009,CIS,Natural gas,0.6095513274336302
Kazakhstan,2009,CIS,Natural gas,0.2913620017024968
Russian Federation,2009,CIS,Natural gas,14.320415575221238
Turkmenistan,2009,CIS,Natural gas,0.6160770000000001
USSR,2009,CIS,Natural gas,0.0
Uzbekistan,2009,CIS,Natural gas,1.5866235
Other CIS,2009,CIS,Natural gas,0.1918899521944484
Iran,2009,Middle East,Natural gas,4.852598830200001
Iraq,2009,Middle East,Natural gas,0.24669828
Israel,2009,Middle East,Natural gas,0.1440846
Kuwait,2009,Middle East,Natural gas,0.42646006799999997
Oman,2009,Middle East,Natural gas,0.4877064984327465
Qatar,2009,Middle East,Natural gas,0.765759755576857
Saudi Arabia,2009,Middle East,Natural gas,2.68299
United Arab Emirates,2009,Middle East,Natural gas,2.073170619
Other Middle East,2009,Middle East,Natural gas,0.8076008998465204
Algeria,2009,Africa,Natural gas,0.94362345
Egypt,2009,Africa,Natural gas,1.474011
Morocco,2009,Africa,Natural gas,0.023248074654000004
South Africa,2009,Africa,Natural gas,0.11966383336640625
Eastern Africa,2009,Africa,Natural gas,0.02617091260203326
Middle Africa,2009,Africa,Natural gas,0.0654174
Western Africa,2009,Africa,Natural gas,0.31448675701332623
Other Northern Africa,2009,Africa,Natural gas,0.4204770156852979
Other Southern Africa,2009,Africa,Natural gas,0.0
Australia,2009,Asia Pacific,Natural gas,1.048911634704945
Bangladesh,2009,Asia Pacific,Natural gas,0.6748825792206364
China,2009,Asia Pacific,Natural gas,3.2480650793026187
China Hong Kong SAR,2009,Asia Pacific,Natural gas,0.10412144649
India,2009,Asia Pacific,Natural gas,1.7678910520721434
Indonesia,2009,Asia Pacific,Natural gas,1.5156289808307901
Japan,2009,Asia Pacific,Natural gas,3.329208913562745
Malaysia,2009,Asia Pacific,Natural gas,1.4408034840000004
New Zealand,2009,Asia Pacific,Natural gas,0.14450019177617526
Pakistan,2009,Asia Pacific,Natural gas,1.249260086115018
Philippines,2009,Asia Pacific,Natural gas,0.13472857354558498
Singapore,2009,Asia Pacific,Natural gas,0.33050308804425005
South Korea,2009,Asia Pacific,Natural gas,1.2776941296000004
Sri Lanka,2009,Asia Pacific,Natural gas,0.0
Taiwan,2009,Asia Pacific,Natural gas,0.4488039291007008
Thailand,2009,Asia Pacific,Natural gas,1.3724799565081789
Vietnam,2009,Asia Pacific,Natural gas,0.27826740000000005
Other Asia Pacific,2009,Asia Pacific,Natural gas,0.18910626941924172
Canada,2010,North America,Natural gas,3.2965956000000007
Mexico,2010,North America,Natural gas,2.3776034409999998
US,2010,North America,Natural gas,23.33496423095708
Argentina,2010,S. & Cent. America,Natural gas,1.5151469961044066
Brazil,2010,S. & Cent. America,Natural gas,0.9927640532241218
Chile,2010,S. & Cent. America,Natural gas,0.20663114040000005
Colombia,2010,S. & Cent. America,Natural gas,0.3148249597236636
Ecuador,2010,S. & Cent. America,Natural gas,0.022280480777647015
Peru,2010,S. & Cent. America,Natural gas,0.19525742569215015
Trinidad & Tobago,2010,S. & Cent. America,Natural gas,0.7466431207498369
Venezuela,2010,S. & Cent. America,Natural gas,1.1256053983937913
Central America,2010,S. & Cent. America,Natural gas,0.0
Other Caribbean,2010,S. & Cent. America,Natural gas,0.08867767866350992
Other South America,2010,S. & Cent. America,Natural gas,0.09420821606688598
Austria,2010,Europe,Natural gas,0.3460612358235192
Belgium,2010,Europe,Natural gas,0.6985439999999999
Bulgaria,2010,Europe,Natural gas,0.09620189999999999
Croatia,2010,Europe,Natural gas,0.11021100000000003
Cyprus,2010,Europe,Natural gas,0.0
Czech Republic,2010,Europe,Natural gas,0.33785550000000003
Denmark,2010,Europe,Natural gas,0.18662322698592
Estonia,2010,Europe,Natural gas,0.0235512
Finland,2010,Europe,Natural gas,0.14868
France,2010,Europe,Natural gas,1.7843202
Germany,2010,Europe,Natural gas,3.1705650000000003
Greece,2010,Europe,Natural gas,0.13426419344535984
Hungary,2010,Europe,Natural gas,0.410955
Iceland,2010,Europe,Natural gas,0.0
Ireland,2010,Europe,Natural gas,0.19682146800000005
Italy,2010,Europe,Natural gas,2.8493964259661952
Latvia,2010,Europe,Natural gas,0.0620429203539823
Lithuania,2010,Europe,Natural gas,0.10433505600000004
Luxembourg,2010,Europe,Natural gas,0.0500986935
Netherlands,2010,Europe,Natural gas,1.6833000000000002
North Macedonia,2010,Europe,Natural gas,0.0039907321560000006
Norway,2010,Europe,Natural gas,0.14749958310912006
Poland,2010,Europe,Natural gas,0.584375
Portugal,2010,Europe,Natural gas,0.186795342280536
Romania,2010,Europe,Natural gas,0.4516884000000001
Slovakia,2010,Europe,Natural gas,0.2096091
Slovenia,2010,Europe,Natural gas,0.036100958869800005
Spain,2010,Europe,Natural gas,1.3030728533946725
Sweden,2010,Europe,Natural gas,0.055684800000000007
Switzerland,2010,Europe,Natural gas,0.12600999999999998
Turkey,2010,Europe,Natural gas,1.2895571700000004
Ukraine,2010,Europe,Natural gas,1.9641814159292037
United Kingdom,2010,Europe,Natural gas,3.5457423473638934
Other Europe,2010,Europe,Natural gas,0.1279547379728616
Azerbaijan,2010,CIS,Natural gas,0.29368881638460004
Belarus,2010,CIS,Natural gas,0.7462210619469051
Kazakhstan,2010,CIS,Natural gas,0.315244375160175
Russian Federation,2010,CIS,Natural gas,15.261128097345136
Turkmenistan,2010,CIS,Natural gas,0.6577878877096082
USSR,2010,CIS,Natural gas,0.0
Uzbekistan,2010,CIS,Natural gas,1.585584
Other CIS,2010,CIS,Natural gas,0.1854022696650641
Iran,2010,Middle East,Natural gas,5.1980183478
Iraq,2010,Middle East,Natural gas,0.25686936000000005
Israel,2010,Middle East,Natural gas,0.18406979999999998
Kuwait,2010,Middle East,Natural gas,0.5031193662669141
Oman,2010,Middle East,Natural gas,0.5897103604379702
Qatar,2010,Middle East,Natural gas,0.9146066324030584
Saudi Arabia,2010,Middle East,Natural gas,2.9979720000000003
United Arab Emirates,2010,Middle East,Natural gas,2.133779193
Other Middle East,2010,Middle East,Natural gas,0.9198007643779668
Algeria,2010,Africa,Natural gas,0.9117801
Egypt,2010,Africa,Natural gas,1.5630614999999999
Morocco,2010,Africa,Natural gas,0.025110522342000008
South Africa,2010,Africa,Natural gas,0.14839401894609375
Eastern Africa,2010,Africa,Natural gas,0.030376950738486088
Middle Africa,2010,Africa,Natural gas,0.1031571
Western Africa,2010,Africa,Natural gas,0.30648631090366946
Other Northern Africa,2010,Africa,Natural gas,0.442267980732
Other Southern Africa,2010,Africa,Natural gas,0.0
Australia,2010,Asia Pacific,Natural gas,1.1414313540458296
Bangladesh,2010,Asia Pacific,Natural gas,0.6931341767715751
China,2010,Asia Pacific,Natural gas,3.919465976083636
China Hong Kong SAR,2010,Asia Pacific,Natural gas,0.12939526251000005
India,2010,Asia Pacific,Natural gas,2.122618395262609
Indonesia,2010,Asia Pacific,Natural gas,1.585713132700704
Japan,2010,Asia Pacific,Natural gas,3.597721849860589
Malaysia,2010,Asia Pacific,Natural gas,1.3688323920000005
New Zealand,2010,Asia Pacific,Natural gas,0.15753595922971447
Pakistan,2010,Asia Pacific,Natural gas,1.2725422318998898
Philippines,2010,Asia Pacific,Natural gas,0.12689844518955604
Singapore,2010,Asia Pacific,Natural gas,0.30009806291132995
South Korea,2010,Asia Pacific,Natural gas,1.6205930496000005
Sri Lanka,2010,Asia Pacific,Natural gas,0.0
Taiwan,2010,Asia Pacific,Natural gas,0.5572716634800973
Thailand,2010,Asia Pacific,Natural gas,1.555400264965357
Vietnam,2010,Asia Pacific,Natural gas,0.32662548
Other Asia Pacific,2010,Asia Pacific,Natural gas,0.2336990443360716
Canada,2011,North America,Natural gas,3.6198288
Mexico,2011,North America,Natural gas,2.5491056700000003
US,2011,North America,Natural gas,23.69558917924564
Argentina,2011,S. & Cent. America,Natural gas,1.5782323928106885
Brazil,2011,S. & Cent. America,Natural gas,0.9894032985857644
Chile,2011,S. & Cent. America,Natural gas,0.21011455800000006
Colombia,2011,S. & Cent. America,Natural gas,0.3065389724590089
Ecuador,2011,S. & Cent. America,Natural gas,0.020187228559318933
Peru,2011,S. & Cent. America,Natural gas,0.2265438542261257
Trinidad & Tobago,2011,S. & Cent. America,Natural gas,0.7373275428436059
Venezuela,2011,S. & Cent. America,Natural gas,1.1997501109257065
Central America,2011,S. & Cent. America,Natural gas,0.0
Other Caribbean,2011,S. & Cent. America,Natural gas,0.09885323538965868
Other South America,2011,S. & Cent. America,Natural gas,0.1097220092837154
Austria,2011,Europe,Natural gas,0.3255050412922452
Belgium,2011,Europe,Natural gas,0.5948640000000002
Bulgaria,2011,Europe,Natural gas,0.1101402
Croatia,2011,Europe,Natural gas,0.10761
Cyprus,2011,Europe,Natural gas,0.0
Czech Republic,2011,Europe,Natural gas,0.28508579999999994
Denmark,2011,Europe,Natural gas,0.1565051241332081
Estonia,2011,Europe,Natural gas,0.021071700000000002
Finland,2011,Europe,Natural gas,0.13003199999999998
France,2011,Europe,Natural gas,1.5486852627
Germany,2011,Europe,Natural gas,2.9109860000000003
Greece,2011,Europe,Natural gas,0.16556357275126524
Hungary,2011,Europe,Natural gas,0.3928870000000001
Iceland,2011,Europe,Natural gas,0.0
Ireland,2011,Europe,Natural gas,0.17312418000000004
Italy,2011,Europe,Natural gas,2.671778557134626
Latvia,2011,Europe,Natural gas,0.05464955752212389
Lithuania,2011,Europe,Natural gas,0.11383071840000004
Luxembourg,2011,Europe,Natural gas,0.04321899269999999
Netherlands,2011,Europe,Natural gas,1.4734000000000005
North Macedonia,2011,Europe,Natural gas,0.004617077436000002
Norway,2011,Europe,Natural gas,0.14516644811301002
Poland,2011,Europe,Natural gas,0.5922910000000001
Portugal,2011,Europe,Natural gas,0.18913254072838206
Romania,2011,Europe,Natural gas,0.4649463
Slovakia,2011,Europe,Natural gas,0.1941444
Slovenia,2011,Europe,Natural gas,0.030890121609600005
Spain,2011,Europe,Natural gas,1.2112589997357124
Sweden,2011,Europe,Natural gas,0.043980300000000014
Switzerland,2011,Europe,Natural gas,0.11177000000000002
Turkey,2011,Europe,Natural gas,1.5062355900000002
Ukraine,2011,Europe,Natural gas,2.0205685840707965
United Kingdom,2011,Europe,Natural gas,2.949066269557591
Other Europe,2011,Europe,Natural gas,0.15202035825565094
Azerbaijan,2011,CIS,Natural gas,0.3216430064988001
Belarus,2011,CIS,Natural gas,0.6921426548672587
Kazakhstan,2011,CIS,Natural gas,0.3554521062696849
Russian Federation,2011,CIS,Natural gas,15.682901017699116
Turkmenistan,2011,CIS,Natural gas,0.746469197279391
USSR,2011,CIS,Natural gas,0.0
Uzbekistan,2011,CIS,Natural gas,1.70482940712315
Other CIS,2011,CIS,Natural gas,0.196988227313144
Iran,2011,Middle East,Natural gas,5.5149339888
Iraq,2011,Middle East,Natural gas,0.22686912
Israel,2011,Middle East,Natural gas,0.17097120000000002
Kuwait,2011,Middle East,Natural gas,0.5708853173981026
Oman,2011,Middle East,Natural gas,0.6509657111394558
Qatar,2011,Middle East,Natural gas,1.0419513452563085
Saudi Arabia,2011,Middle East,Natural gas,3.1552919999999998
United Arab Emirates,2011,Middle East,Natural gas,2.218901182380225
Other Middle East,2011,Middle East,Natural gas,0.7947407646222475
Algeria,2011,Africa,Natural gas,0.96469065
Egypt,2011,Africa,Natural gas,1.7193329999999998
Morocco,2011,Africa,Natural gas,0.031783367817
South Africa,2011,Africa,Natural gas,0.15411417465234373
Eastern Africa,2011,Africa,Natural gas,0.03438114243892855
Middle Africa,2011,Africa,Natural gas,0.10734660000000001
Western Africa,2011,Africa,Natural gas,0.4409137191306967
Other Northern Africa,2011,Africa,Natural gas,0.3653342732592001
Other Southern Africa,2011,Africa,Natural gas,0.0
Australia,2011,Asia Pacific,Natural gas,1.180574385444488
Bangladesh,2011,Asia Pacific,Natural gas,0.7049573819442001
China,2011,Asia Pacific,Natural gas,4.865863396862452
China Hong Kong SAR,2011,Asia Pacific,Natural gas,0.10305137519999998
India,2011,Asia Pacific,Natural gas,2.170291574836662
Indonesia,2011,Asia Pacific,Natural gas,1.5384348261484022
Japan,2011,Asia Pacific,Natural gas,4.032908821685713
Malaysia,2011,Asia Pacific,Natural gas,1.3794249960000002
New Zealand,2011,Asia Pacific,Natural gas,0.1447758110612485
Pakistan,2011,Asia Pacific,Natural gas,1.2722272862308197
Philippines,2011,Asia Pacific,Natural gas,0.13701065283957597
Singapore,2011,Asia Pacific,Natural gas,0.2983364773362
South Korea,2011,Asia Pacific,Natural gas,1.7440366608000002
Sri Lanka,2011,Asia Pacific,Natural gas,0.0
Taiwan,2011,Asia Pacific,Natural gas,0.6134375492852113
Thailand,2011,Asia Pacific,Natural gas,1.5954501851328242
Vietnam,2011,Asia Pacific,Natural gas,0.2945952000000001
Other Asia Pacific,2011,Asia Pacific,Natural gas,0.2492142499669941
Canada,2012,North America,Natural gas,3.5792469
Mexico,2012,North America,Natural gas,2.651535732
US,2012,North America,Natural gas,24.77242001309111
Argentina,2012,S. & Cent. America,Natural gas,1.6439115360904504
Brazil,2012,S. & Cent. America,Natural gas,1.1727551975678174
Chile,2012,S. & Cent. America,Natural gas,0.1908301572
Colombia,2012,S. & Cent. America,Natural gas,0.3407723164077973
Ecuador,2012,S. & Cent. America,Natural gas,0.026962870161056373
Peru,2012,S. & Cent. America,Natural gas,0.2470256631924755
Trinidad & Tobago,2012,S. & Cent. America,Natural gas,0.7284954801807897
Venezuela,2012,S. & Cent. America,Natural gas,1.2460619097285663
Central America,2012,S. & Cent. America,Natural gas,0.0
Other Caribbean,2012,S. & Cent. America,Natural gas,0.1160760934294064
Other South America,2012,S. & Cent. America,Natural gas,0.11150877386590094
Austria,2012,Europe,Natural gas,0.3104690972851108
Belgium,2012,Europe,Natural gas,0.60264
Bulgaria,2012,Europe,Natural gas,0.1026441
Croatia,2012,Europe,Natural gas,0.10103779999999997
Cyprus,2012,Europe,Natural gas,0.0
Czech Republic,2012,Europe,Natural gas,0.2870514000000001
Denmark,2012,Europe,Natural gas,0.14617041169102532
Estonia,2012,Europe,Natural gas,0.02283480000000001
Finland,2012,Europe,Natural gas,0.115002
France,2012,Europe,Natural gas,1.5999946209000004
Germany,2012,Europe,Natural gas,2.9199620000000004
Greece,2012,Europe,Natural gas,0.15216544107223134
Hungary,2012,Europe,Natural gas,0.3506390000000001
Iceland,2012,Europe,Natural gas,0.0
Ireland,2012,Europe,Natural gas,0.16885215703497056
Italy,2012,Europe,Natural gas,2.5688369882545867
Latvia,2012,Europe,Natural gas,0.051378761061946894
Lithuania,2012,Europe,Natural gas,0.1111469796
Luxembourg,2012,Europe,Natural gas,0.04400539830000001
Netherlands,2012,Europe,Natural gas,1.4142000000000003
North Macedonia,2012,Europe,Natural gas,0.0047910389760000005
Norway,2012,Europe,Natural gas,0.14429567818053002
Poland,2012,Europe,Natural gas,0.6270970000000001
Portugal,2012,Europe,Natural gas,0.16399769514849824
Romania,2012,Europe,Natural gas,0.4512276000000001
Slovakia,2012,Europe,Natural gas,0.1827675
Slovenia,2012,Europe,Natural gas,0.029712189355200005
Spain,2012,Europe,Natural gas,1.19612210899968
Sweden,2012,Europe,Natural gas,0.038343600000000005
Switzerland,2012,Europe,Natural gas,0.12252000000000003
Turkey,2012,Europe,Natural gas,1.5594917400000003
Ukraine,2012,Europe,Natural gas,1.8661938053097349
United Kingdom,2012,Europe,Natural gas,2.7683546023771988
